Loc,Total,Default
Iterator_RemoveOnceMonitor @ TrieMapTest.java:329,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieMapTest.java:344,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieMapTest.java:347,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSet.java:144,2(1),2(1)
Iterator_RemoveOnceMonitor @ TrieSet.java:244,3(12),3(12)
Iterator_RemoveOnceMonitor @ TrieSet.java:369,3(36),3(17)
Iterator_RemoveOnceMonitor @ TrieSet.java:509,30(252205),5(12745)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:144,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:216,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:219,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:232,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:249,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:252,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:268,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:271,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:315,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:318,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:333,1(0),1(0)
Iterator_RemoveOnceMonitor @ TrieSetTest.java:336,1(0),1(0)
Iterator_RemoveOnceMonitor @ TriesTest.java:101,1(0),1(0)
Iterator_RemoveOnceMonitor @ TriesTest.java:142,1(0),1(0)
ListIterator_RemoveOnceMonitor @ TrieMap.java:278,173(3558795),17(169983)
ListIterator_SetMonitor @ TrieMap.java:276,173(3558795),19(177922)
ListIterator_hasNextPreviousMonitor @ TrieMap.java:277,173(3558795),7(69993)
List_UnsafeListIteratorMonitor @ TrieMap.java:276,3968(3555000),256(177521)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:49,1(0),1(0)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:63,1(7),1(7)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:64,1(14),1(4)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:68,1(7),1(7)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:70,1(14),1(14)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:71,2(6),2(5)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:84,1(7),1(1)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:85,1(14),1(14)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:89,1(7),1(2)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:90,1(14),1(14)
Map_CollectionViewAddMonitor @ JaroWinklerSimilarityTest.java:92,2(6),2(5)
Map_CollectionViewAddMonitor @ TrieMap.java:308,3(6),3(6)
Map_CollectionViewAddMonitor @ TrieMap.java:312,1(1),1(1)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:49,1(0),1(0)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:63,4(12),4(11)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:64,3(27),2(3)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:68,4(12),4(12)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:70,3(27),2(6)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:71,2(6),2(6)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:84,4(12),4(12)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:85,3(27),2(1)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:89,4(12),3(10)
Map_UnsafeIteratorMonitor @ JaroWinklerSimilarityTest.java:90,3(27),3(27)
