Loc,Total,Default
Appendable_ThreadSafeMonitor @ FsmMorphologicalAnalyzer.java:475,1(137),1(22)
Appendable_ThreadSafeMonitor @ FsmParse.java:540,1(98),1(44)
Appendable_ThreadSafeMonitor @ FsmParse.java:543,1(80),1(7)
Appendable_ThreadSafeMonitor @ FsmParse.java:579,1(4),1(3)
Appendable_ThreadSafeMonitor @ FsmParse.java:582,1(11),1(11)
Appendable_ThreadSafeMonitor @ FsmParse.java:635,1(41),1(5)
Appendable_ThreadSafeMonitor @ FsmParse.java:665,1(574),1(38)
Appendable_ThreadSafeMonitor @ FsmParse.java:667,1(79),1(21)
Appendable_ThreadSafeMonitor @ FsmParse.java:682,1(145),1(36)
Appendable_ThreadSafeMonitor @ FsmParse.java:685,1(181),1(14)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:35,1(1354),1(71)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:62,1(277),1(16)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:65,1(1246),1(76)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:87,1(86),1(4)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:99,1(4795),1(248)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:108,1(900),1(40)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:137,1(0),1(0)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:165,1(284),1(20)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:168,1(896),1(69)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:171,1(455),1(24)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:174,1(5326),1(290)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:190,1(18),1(18)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:208,1(118),1(44)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:210,1(216),1(15)
Appendable_ThreadSafeMonitor @ Sentence.java:228,1(29),1(4)
Appendable_ThreadSafeMonitor @ Transition.java:117,1(9903),1(515)
Appendable_ThreadSafeMonitor @ Transition.java:256,1(3625),1(207)
Appendable_ThreadSafeMonitor @ Transition.java:263,1(13),1(12)
Appendable_ThreadSafeMonitor @ Transition.java:277,1(90),1(28)
Appendable_ThreadSafeMonitor @ Transition.java:290,1(19),1(13)
Appendable_ThreadSafeMonitor @ Transition.java:304,1(4),1(4)
Appendable_ThreadSafeMonitor @ Transition.java:310,1(72),1(16)
Appendable_ThreadSafeMonitor @ Transition.java:335,1(7),1(3)
Appendable_ThreadSafeMonitor @ Transition.java:351,1(90),1(35)
Appendable_ThreadSafeMonitor @ Transition.java:357,1(15),1(8)
Appendable_ThreadSafeMonitor @ Transition.java:373,1(285),1(19)
Appendable_ThreadSafeMonitor @ Transition.java:394,1(46),1(13)
Appendable_ThreadSafeMonitor @ Transition.java:430,1(801),1(50)
Appendable_ThreadSafeMonitor @ Transition.java:432,1(16227),1(941)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:367,1(602),1(26)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:370,1(779),1(39)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:373,1(1163),1(85)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:377,1(18293),1(967)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:433,1(503),1(33)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:445,1(74),1(13)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:450,1(20),1(18)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:453,1(125),1(34)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:456,1(74),1(35)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:459,1(821),1(78)
Appendable_ThreadSafeMonitor @ TxtDictionary.java:478,1(77),1(11)
Appendable_ThreadSafeMonitor @ XmlDocument.java:68,1(114149),1(5852)
