Loc,Total,Default
Appendable_ThreadSafeMonitor @ Pair.java:49,1(25),1(14)
Arrays_SortBeforeBinarySearchMonitor @ AhoCorasickDoubleArrayTrie.java:714,1(0),1(0)
Closeable_MultipleCloseMonitor @ FinalSeg.java:100,1(0),1(0)
Closeable_MultipleCloseMonitor @ Tokenizer.java:74,1(0),1(0)
Collection_UnsafeIteratorMonitor @ AhoCorasickDoubleArrayTrie.java:743,302(846857),15(42357)
Collection_UnsafeIteratorMonitor @ AhoCorasickDoubleArrayTrie.java:775,1(0),1(0)
Collection_UnsafeIteratorMonitor @ AhoCorasickDoubleArrayTrie.java:792,1(0),1(0)
Collection_UnsafeIteratorMonitor @ AhoCorasickDoubleArrayTrie.java:804,301(497812),300(497812)
Collection_UnsafeIteratorMonitor @ AhoCorasickDoubleArrayTrie.java:830,7(497692),1(10000)
Collection_UnsafeIteratorMonitor @ AhoCorasickDoubleArrayTrie.java:945,303(497811),23(24824)
Collection_UnsafeIteratorMonitor @ AhoCorasickDoubleArrayTrie.java:950,303(497811),21(24827)
Collection_UnsafeIteratorMonitor @ FinalSeg.java:185,3(70007),3(3529)
Collection_UnsafeIteratorMonitor @ FinalSeg.java:188,8(53999),3(2727)
Collection_UnsafeIteratorMonitor @ Jaba.java:55,11(84993),6(4265)
Collection_UnsafeIteratorMonitor @ Jaba.java:67,3(47010),2(2392)
Collection_UnsafeIteratorMonitor @ JabaCutTest.java:138,1(0),1(0)
Collection_UnsafeIteratorMonitor @ SentenceDAG.java:34,4(1112167),3(29999)
Collection_UnsafeIteratorMonitor @ State.java:120,4(698086),1(10000)
Collection_UnsafeIteratorMonitor @ State.java:130,7(485791),2(19999)
Collection_UnsafeIteratorMonitor @ TFIDFAnalyzer.java:43,2(0),2(0)
Collection_UnsafeIteratorMonitor @ TFIDFAnalyzer.java:73,2(0),2(0)
Collection_UnsynchronizedAddAllMonitor @ FinalSeg.java:197,1(24005),1(1246)
Collection_UnsynchronizedAddAllMonitor @ Jaba.java:59,1(0),1(0)
Collection_UnsynchronizedAddAllMonitor @ Jaba.java:61,1(121014),1(6047)
Collection_UnsynchronizedAddAllMonitor @ Jaba.java:71,1(46011),1(2341)
