Loc,Total,Default
Appendable_ThreadSafeMonitor @ PreviousClearBitTest.java:184,1(9999),1(513)
Appendable_ThreadSafeMonitor @ PreviousClearBitTest.java:205,1(9999),1(482)
Appendable_ThreadSafeMonitor @ PreviousSetBitTest.java:195,1(9999),1(533)
Appendable_ThreadSafeMonitor @ PreviousSetBitTest.java:229,1(19999),1(1040)
Closeable_MultipleCloseMonitor @ SerializationTest.java:74,1(99),1(20)
Closeable_MultipleCloseMonitor @ SerializationTest.java:80,1(99),1(16)
Collection_UnsafeIteratorMonitor @ PreviousSetBitTest.java:222,19438(562),19438(562)
Collections_SortBeforeBinarySearchMonitor @ PreviousSetBitTest.java:217,1(1),1(1)
InputStream_ManipulateAfterCloseMonitor @ SerializationTest.java:80,1(99),1(9)
InputStream_MarkAfterCloseMonitor @ SerializationTest.java:80,1(99),1(5)
Iterator_HasNextMonitor @ PreviousSetBitTest.java:222,1001(18999),1001(18999)
Iterator_RemoveOnceMonitor @ PreviousSetBitTest.java:222,1000(19000),999(19000)
OutputStream_ManipulateAfterCloseMonitor @ SerializationTest.java:74,1(99),1(45)
StringBuilder_ThreadSafeMonitor @ PreviousClearBitTest.java:184,1(9999),1(600)
StringBuilder_ThreadSafeMonitor @ PreviousClearBitTest.java:205,1(9999),1(539)
StringBuilder_ThreadSafeMonitor @ PreviousSetBitTest.java:195,1(9999),1(528)
StringBuilder_ThreadSafeMonitor @ PreviousSetBitTest.java:229,1(19999),1(1019)
__TOTAL__,21453(139049),21452(43911)
