Loc,Total,Default
Appendable_ThreadSafeMonitor @ CharTreeSegmenter.java:119,1(13),1(5)
Appendable_ThreadSafeMonitor @ CharTreeSegmenter.java:249,1(1),1(1)
Appendable_ThreadSafeMonitor @ CharTreeSegmenter.java:251,2(12),2(12)
Appendable_ThreadSafeMonitor @ CharTreeSegmenter.java:273,5(117),4(32)
Appendable_ThreadSafeMonitor @ ContextInitializer.java:172,1(2),1(1)
Appendable_ThreadSafeMonitor @ StringBuilderWriter.java:128,1(0),1(0)
Appendable_ThreadSafeMonitor @ TTLLLayout.java:43,1(7803),1(371)
Appendable_ThreadSafeMonitor @ TestKeywords.java:42,1(15),1(5)
Appendable_ThreadSafeMonitor @ TestPOS.java:82,1(4401),1(268)
Appendable_ThreadSafeMonitor @ TestPOS.java:93,1(689),1(51)
Appendable_ThreadSafeMonitor @ TestSentence.java:33,1(2649),1(162)
Appendable_ThreadSafeMonitor @ TestSummarization.java:38,1(7),1(7)
Arrays_SortBeforeBinarySearchMonitor @ COWArrayList.java:51,2(0),2(0)
Arrays_SortBeforeBinarySearchMonitor @ COWArrayList.java:85,1(0),1(0)
Arrays_SortBeforeBinarySearchMonitor @ CyclicBuffer.java:62,1(0),1(0)
Arrays_SortBeforeBinarySearchMonitor @ MultiKey.java:164,1(8063659),1(9999)
CharSequence_NotInMapMonitor @ CharsetFileCorpus.java:42,1(19),1(19)
Closeable_MultipleCloseMonitor @ CharDFAFileCorpus.java:54,1(19),1(5)
Closeable_MultipleCloseMonitor @ CharDFAFileCorpus.java:72,1(19),1(6)
Closeable_MultipleCloseMonitor @ CharsetFileCorpus.java:32,1(19),1(5)
Closeable_MultipleCloseMonitor @ CompanyNameLengthFileCorpus.java:31,1(19),1(11)
Closeable_MultipleCloseMonitor @ CompanyNameLengthFileCorpus.java:71,1(19),1(19)
Closeable_MultipleCloseMonitor @ CooccurrenceFileCorpus.java:32,1(19),1(18)
Closeable_MultipleCloseMonitor @ CooccurrenceFileCorpus.java:50,1(19),1(19)
Closeable_MultipleCloseMonitor @ IOUtils.java:141,1(1),1(1)
Closeable_MultipleCloseMonitor @ NatureCooccurrenceFileCorpus.java:31,1(19),1(18)
