Loc,Total,Default
Collection_UnsafeIteratorMonitor @ ISEA3H.java:367,1(23),1(17)
Collection_UnsafeIteratorMonitor @ ISEAProjection.java:281,12(999988),2(19998)
Collection_UnsynchronizedAddAllMonitor @ ISEA3H.java:519,1(479),1(21)
Collections_SortBeforeBinarySearchMonitor @ ISEA3H.java:361,1(23),1(5)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:323,1(79962),1(4003)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:326,1(29109),1(1568)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:329,1(24762),1(1242)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:332,1(28921),1(1428)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:335,1(80523),1(3938)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:340,1(12309),1(591)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:343,1(28802),1(1482)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:346,1(80271),1(4075)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:349,1(80264),1(3964)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:352,1(28526),1(1419)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:355,1(12402),1(613)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:360,1(57153),1(2844)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:363,1(49130),1(2497)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:366,1(45443),1(2389)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:369,1(48633),1(2507)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:372,1(57158),1(2860)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:375,1(56705),1(2810)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:378,1(48535),1(2491)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:381,1(45263),1(2286)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:384,1(48638),1(2412)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:387,1(57470),1(2906)
Iterator_HasNextMonitor @ ISEA3H.java:367,1(23),1(23)
Iterator_HasNextMonitor @ ISEAProjection.java:281,12(999988),1(9999)
Iterator_RemoveOnceMonitor @ ISEA3H.java:367,1(23),1(14)
Iterator_RemoveOnceMonitor @ ISEAProjection.java:281,12(999988),3(29997)
__TOTAL__,62(4000514),32(110399)
