Loc,Total,Default
Appendable_ThreadSafeMonitor @ FsmMorphologicalAnalyzer.java:475,1(137),1(55)
Appendable_ThreadSafeMonitor @ FsmParse.java:540,1(98),1(41)
Appendable_ThreadSafeMonitor @ FsmParse.java:543,1(80),1(46)
Appendable_ThreadSafeMonitor @ FsmParse.java:579,1(4),1(4)
Appendable_ThreadSafeMonitor @ FsmParse.java:582,1(11),1(10)
Appendable_ThreadSafeMonitor @ FsmParse.java:635,1(41),1(17)
Appendable_ThreadSafeMonitor @ FsmParse.java:665,1(574),1(46)
Appendable_ThreadSafeMonitor @ FsmParse.java:667,1(79),1(11)
Appendable_ThreadSafeMonitor @ FsmParse.java:682,1(145),1(23)
Appendable_ThreadSafeMonitor @ FsmParse.java:685,1(181),1(17)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:35,1(1354),1(81)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:62,1(277),1(19)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:65,1(1246),1(84)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:87,1(86),1(29)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:99,1(4795),1(234)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:108,1(900),1(70)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:137,1(0),1(0)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:165,1(284),1(19)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:168,1(896),1(46)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:171,1(455),1(43)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:174,1(5326),1(257)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:190,1(18),1(18)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:208,1(118),1(54)
Appendable_ThreadSafeMonitor @ MorphotacticEngine.java:210,1(216),1(50)
Appendable_ThreadSafeMonitor @ Sentence.java:228,1(29),1(4)
