Loc,Total,Default
Collection_UnsafeIteratorMonitor @ ISEA3H.java:367,1(23),1(8)
Collection_UnsafeIteratorMonitor @ ISEAProjection.java:281,12(999988),1(9999)
Collection_UnsynchronizedAddAllMonitor @ ISEA3H.java:519,1(479),1(32)
Collections_SortBeforeBinarySearchMonitor @ ISEA3H.java:361,1(23),1(5)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:323,1(79962),1(4056)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:326,1(29109),1(1431)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:329,1(24762),1(1205)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:332,1(28921),1(1531)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:335,1(80523),1(3996)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:340,1(12309),1(645)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:343,1(28802),1(1388)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:346,1(80271),1(4180)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:349,1(80264),1(3868)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:352,1(28526),1(1458)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:355,1(12402),1(614)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:360,1(57153),1(2806)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:363,1(49130),1(2430)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:366,1(45443),1(2213)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:369,1(48633),1(2482)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:372,1(57158),1(2800)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:375,1(56705),1(2957)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:378,1(48535),1(2500)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:381,1(45263),1(2318)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:384,1(48638),1(2416)
Collections_SortBeforeBinarySearchMonitor @ ISEAProjection.java:387,1(57470),1(2864)
Iterator_HasNextMonitor @ ISEA3H.java:367,1(23),1(6)
Iterator_HasNextMonitor @ ISEAProjection.java:281,12(999988),1(10000)
Iterator_RemoveOnceMonitor @ ISEA3H.java:367,1(23),1(23)
Iterator_RemoveOnceMonitor @ ISEAProjection.java:281,12(999988),4(39997)
__TOTAL__,62(4000514),32(110228)
