Loc,Total,Default
Appendable_ThreadSafeMonitor @ AnnotationAppender.java:726,1(111),1(30)
Appendable_ThreadSafeMonitor @ AuxiliaryType.java:166,1(56),1(41)
Appendable_ThreadSafeMonitor @ ClassFileVersion.java:530,1(0),1(0)
Appendable_ThreadSafeMonitor @ Complex.java:1297,1(7),1(7)
Appendable_ThreadSafeMonitor @ ExceptionContext.java:178,1(32),1(4)
Appendable_ThreadSafeMonitor @ FieldAccessor.java:361,1(7),1(5)
Appendable_ThreadSafeMonitor @ Implementation.java:985,1(56),1(17)
Appendable_ThreadSafeMonitor @ Implementation.java:1162,1(56),1(14)
Appendable_ThreadSafeMonitor @ JavaDispatcher.java:222,1(6),1(6)
Appendable_ThreadSafeMonitor @ JavaDispatcher.java:1279,1(0),1(0)
Appendable_ThreadSafeMonitor @ JavaDispatcher.java:1333,1(0),1(0)
Appendable_ThreadSafeMonitor @ LocalizedFormats.java:397,1(24),1(24)
Appendable_ThreadSafeMonitor @ MethodCallProxy.java:145,1(146),1(22)
Appendable_ThreadSafeMonitor @ MethodDescription.java:523,7(487),2(23)
Appendable_ThreadSafeMonitor @ NamingStrategy.java:184,1(56),1(8)
Appendable_ThreadSafeMonitor @ NamingStrategy.java:186,1(60),1(43)
Appendable_ThreadSafeMonitor @ NamingStrategy.java:454,1(60),1(24)
Appendable_ThreadSafeMonitor @ RandomString.java:48,1(0),1(0)
Appendable_ThreadSafeMonitor @ SignatureWriter.java:117,29(112),7(10)
Appendable_ThreadSafeMonitor @ SignatureWriter.java:126,3(171),2(17)
Appendable_ThreadSafeMonitor @ SignatureWriter.java:158,2(59),2(10)
Appendable_ThreadSafeMonitor @ Type.java:548,4(63),2(43)
Appendable_ThreadSafeMonitor @ Type.java:565,3(1),3(1)
Appendable_ThreadSafeMonitor @ Type.java:582,23(158),23(158)
Appendable_ThreadSafeMonitor @ Type.java:616,2(64),2(14)
Appendable_ThreadSafeMonitor @ Type.java:642,1(2529),1(134)
Appendable_ThreadSafeMonitor @ Type.java:644,1(617),1(119)
Appendable_ThreadSafeMonitor @ TypeDescription.java:8287,1(341),1(28)
Appendable_ThreadSafeMonitor @ TypeDescription.java:9298,2(968),1(57)
Appendable_ThreadSafeMonitor @ TypeDescription.java:9313,1(349),1(33)
Arrays_SortBeforeBinarySearchMonitor @ AnnotationDescription.java:637,1(0),1(0)
Arrays_SortBeforeBinarySearchMonitor @ JavaDispatcher.java:1001,1(0),1(0)
Arrays_SortBeforeBinarySearchMonitor @ JavaDispatcher.java:1111,1(0),1(0)
Arrays_SortBeforeBinarySearchMonitor @ JavaDispatcher.java:1191,1(0),1(0)
CharSequence_NotInMapMonitor @ DynamicType.java:5939,4(0),4(0)
CharSequence_NotInMapMonitor @ DynamicType.java:5950,4(0),4(0)
Collection_UnsafeIteratorMonitor @ AbstractCurveFitter.java:108,4(18),2(5)
Collection_UnsafeIteratorMonitor @ AllArguments.java:206,6(108),4(11)
Collection_UnsafeIteratorMonitor @ AllOf.java:26,1(32),1(26)
Collection_UnsafeIteratorMonitor @ AnnotationAppender.java:312,1(0),1(0)
Collection_UnsafeIteratorMonitor @ AnnotationAppender.java:643,1(178),1(31)
Collection_UnsafeIteratorMonitor @ AnnotationAppender.java:743,1(1006),1(55)
Collection_UnsafeIteratorMonitor @ AnnotationDescription.java:578,4(73),4(14)
Collection_UnsafeIteratorMonitor @ AnnotationList.java:104,4(604),4(60)
Collection_UnsafeIteratorMonitor @ AnnotationList.java:130,2(113),2(29)
Collection_UnsafeIteratorMonitor @ ArrayFactory.java:294,6(222),1(8)
Collection_UnsafeIteratorMonitor @ ArrayFactory.java:310,6(108),6(47)
Collection_UnsafeIteratorMonitor @ ByteCodeAppender.java:139,1(56),1(14)
Collection_UnsafeIteratorMonitor @ ByteCodeAppender.java:155,4(0),4(0)
Collection_UnsafeIteratorMonitor @ ByteCodeElement.java:159,7(127),7(54)
Collection_UnsafeIteratorMonitor @ ClassInjector.java:115,4(0),4(0)
Collection_UnsafeIteratorMonitor @ ClassInjector.java:120,4(0),4(0)
Collection_UnsafeIteratorMonitor @ ClassInjector.java:242,4(0),4(0)
Collection_UnsafeIteratorMonitor @ CollectionErasureMatcher.java:52,1(3),1(3)
Collection_UnsafeIteratorMonitor @ CollectionItemMatcher.java:47,7(348),3(25)
Collection_UnsafeIteratorMonitor @ CollectionOneToOneMatcher.java:57,1(3),1(3)
Collection_UnsafeIteratorMonitor @ CollectionOneToOneMatcher.java:58,1(3),1(3)
Collection_UnsafeIteratorMonitor @ ConstructorStrategy.java:197,3(1),3(1)
Collection_UnsafeIteratorMonitor @ DynamicType.java:2910,6(51),6(34)
Collection_UnsafeIteratorMonitor @ DynamicType.java:5557,2(59),2(4)
Collection_UnsafeIteratorMonitor @ DynamicType.java:5938,5(56),5(54)
Collection_UnsafeIteratorMonitor @ DynamicType.java:5949,5(56),3(14)
Collection_UnsafeIteratorMonitor @ ElementMatcher.java:132,1(833),1(37)
Collection_UnsafeIteratorMonitor @ ElementMatcher.java:145,6(1903),2(85)
Collection_UnsafeIteratorMonitor @ ElementMatcher.java:200,1(248),1(11)
Collection_UnsafeIteratorMonitor @ ElementMatcher.java:213,5(590),5(77)
Collection_UnsafeIteratorMonitor @ ElementMatchers.java:345,1(60),1(10)
Collection_UnsafeIteratorMonitor @ ElementMatchers.java:601,1(3),1(3)
Collection_UnsafeIteratorMonitor @ FieldAttributeAppender.java:146,1(154),1(58)
Collection_UnsafeIteratorMonitor @ FieldRegistry.java:133,6(55),6(55)
Collection_UnsafeIteratorMonitor @ FieldRegistry.java:257,6(149),6(149)
Collection_UnsafeIteratorMonitor @ FilterableList.java:124,16(936),4(69)
Collection_UnsafeIteratorMonitor @ Implementation.java:931,5(56),3(13)
Collection_UnsafeIteratorMonitor @ Implementation.java:943,5(56),3(18)
Collection_UnsafeIteratorMonitor @ Implementation.java:946,1(60),1(27)
Collection_UnsafeIteratorMonitor @ Implementation.java:949,1(60),1(9)
Collection_UnsafeIteratorMonitor @ LatentMatcher.java:337,1(3),1(3)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:114,1(3),1(3)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:128,1(3),1(3)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:202,2(116),1(15)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:205,7(111),7(111)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:211,1(236),1(18)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:217,2(116),2(27)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:470,1(3),1(3)
Collection_UnsafeIteratorMonitor @ MethodAttributeAppender.java:483,1(60),1(11)
Collection_UnsafeIteratorMonitor @ MethodCallProxy.java:132,6(51),6(51)
Collection_UnsafeIteratorMonitor @ MethodCallProxy.java:173,6(51),3(7)
Collection_UnsafeIteratorMonitor @ MethodCallProxy.java:319,6(51),6(27)
Collection_UnsafeIteratorMonitor @ MethodCallProxy.java:407,6(108),4(22)
Collection_UnsafeIteratorMonitor @ MethodConstant.java:140,6(51),6(10)
Collection_UnsafeIteratorMonitor @ MethodDelegation.java:947,2(2),2(2)
Collection_UnsafeIteratorMonitor @ MethodDelegationBinder.java:536,3(119),3(12)
Collection_UnsafeIteratorMonitor @ MethodDelegationBinder.java:968,1(0),1(0)
Collection_UnsafeIteratorMonitor @ MethodDelegationBinder.java:982,1(56),1(3)
Collection_UnsafeIteratorMonitor @ MethodDelegationBinder.java:1092,2(63),2(20)
Collection_UnsafeIteratorMonitor @ MethodDescription.java:524,7(487),2(25)
Collection_UnsafeIteratorMonitor @ MethodDescription.java:538,1(314),1(16)
Collection_UnsafeIteratorMonitor @ MethodDescription.java:549,7(308),6(46)
Collection_UnsafeIteratorMonitor @ MethodDescription.java:1987,6(222),4(38)
Collection_UnsafeIteratorMonitor @ MethodGraph.java:641,1(3),1(3)
Collection_UnsafeIteratorMonitor @ MethodGraph.java:714,3(29),3(22)
Collection_UnsafeIteratorMonitor @ MethodGraph.java:1019,1(403),1(25)
Collection_UnsafeIteratorMonitor @ MethodGraph.java:1034,1(5),1(4)
Collection_UnsafeIteratorMonitor @ MethodGraph.java:1189,8(16),8(16)
Collection_UnsafeIteratorMonitor @ MethodGraph.java:1234,3(7),3(7)
Collection_UnsafeIteratorMonitor @ MethodGraph.java:1251,8(4),8(4)
Collection_UnsafeIteratorMonitor @ MethodList.java:89,3(1),3(1)
Collection_UnsafeIteratorMonitor @ MethodRegistry.java:458,2(59),2(3)
Collection_UnsafeIteratorMonitor @ MethodRegistry.java:479,5(56),2(10)
Collection_UnsafeIteratorMonitor @ MethodRegistry.java:483,4(183),3(14)
Collection_UnsafeIteratorMonitor @ MethodRegistry.java:505,3(58),1(7)
Collection_UnsafeIteratorMonitor @ MethodRegistry.java:508,4(124),4(9)
Collection_UnsafeIteratorMonitor @ MethodRegistry.java:738,5(56),2(7)
Collection_UnsafeIteratorMonitor @ MethodVariableAccess.java:233,6(122),4(16)
Collection_UnsafeIteratorMonitor @ ModifierContributor.java:202,4(702),4(46)
Collection_UnsafeIteratorMonitor @ MultipleParentClassLoader.java:358,4(12),4(12)
Collection_UnsafeIteratorMonitor @ MultipleParentClassLoader.java:386,4(12),4(12)
Collection_UnsafeIteratorMonitor @ MultipleParentClassLoader.java:392,6(42),6(7)
Collection_UnsafeIteratorMonitor @ MultipleParentClassLoader.java:400,3(21),3(21)
Collection_UnsafeIteratorMonitor @ ParameterList.java:82,2(309),2(26)
Collection_UnsafeIteratorMonitor @ ParameterList.java:95,6(69),4(4)
Collection_UnsafeIteratorMonitor @ ParameterList.java:106,7(4335),3(217)
Collection_UnsafeIteratorMonitor @ ParameterList.java:536,6(1913),1(106)
Collection_UnsafeIteratorMonitor @ PolynomialCurveFitter.java:105,4(18),2(6)
Collection_UnsafeIteratorMonitor @ RecordComponentRegistry.java:130,1(0),1(0)
Collection_UnsafeIteratorMonitor @ StackManipulation.java:216,10(2045),3(121)
Collection_UnsafeIteratorMonitor @ StackManipulation.java:229,4(1470),2(83)
Collection_UnsafeIteratorMonitor @ StackManipulation.java:242,18(881),12(71)
Collection_UnsafeIteratorMonitor @ SubclassDynamicTypeBuilder.java:243,4(57),3(33)
Collection_UnsafeIteratorMonitor @ TargetMethodAnnotationDrivenBinder.java:84,3(2),3(2)
Collection_UnsafeIteratorMonitor @ TargetMethodAnnotationDrivenBinder.java:140,3(119),3(16)
Collection_UnsafeIteratorMonitor @ TargetMethodAnnotationDrivenBinder.java:508,1(3),1(2)
Collection_UnsafeIteratorMonitor @ TargetMethodAnnotationDrivenBinder.java:526,1(13),1(13)
Collection_UnsafeIteratorMonitor @ Transformer.java:635,1(3),1(3)
Collection_UnsafeIteratorMonitor @ Transformer.java:648,1(56),1(9)
Collection_UnsafeIteratorMonitor @ TypeAttributeAppender.java:87,2(59),2(40)
Collection_UnsafeIteratorMonitor @ TypeAttributeAppender.java:92,1(60),1(23)
Collection_UnsafeIteratorMonitor @ TypeCache.java:454,1(13),1(13)
Collection_UnsafeIteratorMonitor @ TypeDescription.java:7700,1(56),1(25)
Collection_UnsafeIteratorMonitor @ TypeDescription.java:7858,1(60),1(60)
Collection_UnsafeIteratorMonitor @ TypeDescription.java:7874,2(59),2(26)
Collection_UnsafeIteratorMonitor @ TypeList.java:99,3(373),3(43)
Collection_UnsafeIteratorMonitor @ TypeList.java:302,3(344),2(24)
Collection_UnsafeIteratorMonitor @ TypeList.java:313,1(66),1(5)
Collection_UnsafeIteratorMonitor @ TypeList.java:324,7(729),4(45)
Collection_UnsafeIteratorMonitor @ TypeList.java:335,7(2980),3(139)
Collection_UnsafeIteratorMonitor @ TypeList.java:346,6(735),2(39)
Collection_UnsafeIteratorMonitor @ TypeResolutionStrategy.java:102,4(0),4(0)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:606,1(173),1(13)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:1238,2(252),1(65)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:1283,1(1),1(1)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:5918,1(60),1(33)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:5922,1(60),1(24)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:5942,1(60),1(39)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:5952,1(60),1(9)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:5955,6(55),6(28)
Collection_UnsafeIteratorMonitor @ TypeWriter.java:5958,5(56),2(7)
Collection_UnsynchronizedAddAllMonitor @ ByteCodeAppender.java:141,1(52),1(6)
Collection_UnsynchronizedAddAllMonitor @ CompoundList.java:48,1(68),1(7)
Collection_UnsynchronizedAddAllMonitor @ CompoundList.java:66,1(254),1(20)
Collection_UnsynchronizedAddAllMonitor @ CompoundList.java:82,1(312),1(30)
Collection_UnsynchronizedAddAllMonitor @ CompoundList.java:83,1(312),1(15)
Collection_UnsynchronizedAddAllMonitor @ ElementMatcher.java:134,1(436),1(34)
Collection_UnsynchronizedAddAllMonitor @ ElementMatcher.java:202,1(68),1(8)
Collection_UnsynchronizedAddAllMonitor @ FieldRegistry.java:123,1(154),1(27)
Collection_UnsynchronizedAddAllMonitor @ MethodGraph.java:1020,1(403),1(24)
Collection_UnsynchronizedAddAllMonitor @ MethodGraph.java:1040,1(5),1(5)
Collection_UnsynchronizedAddAllMonitor @ MultipleParentClassLoader.java:384,1(15),1(15)
Collection_UnsynchronizedAddAllMonitor @ StackManipulation.java:218,1(850),1(56)
Collections_SortBeforeBinarySearchMonitor @ AllArguments.java:214,5(63),4(17)
Collections_SortBeforeBinarySearchMonitor @ ArgUtils.java:49,4(62),2(3)
Collections_SortBeforeBinarySearchMonitor @ ByteCodeAppender.java:141,1(52),1(36)
Collections_SortBeforeBinarySearchMonitor @ ByteCodeAppender.java:143,1(3),1(3)
Collections_SortBeforeBinarySearchMonitor @ ByteCodeElement.java:160,6(59),6(21)
Collections_SortBeforeBinarySearchMonitor @ CollectionErasureMatcher.java:53,1(3),1(3)
Collections_SortBeforeBinarySearchMonitor @ CompoundList.java:47,1(68),1(16)
Collections_SortBeforeBinarySearchMonitor @ CompoundList.java:66,1(254),1(32)
Collections_SortBeforeBinarySearchMonitor @ CompoundList.java:82,1(312),1(43)
Collections_SortBeforeBinarySearchMonitor @ ConstructorStrategy.java:198,3(1),3(1)
Collections_SortBeforeBinarySearchMonitor @ DynamicTimeWarpingDistance.java:240,270344(320194),14272(28940)
Collections_SortBeforeBinarySearchMonitor @ DynamicTimeWarpingDistance.java:241,270344(320194),13844(28589)
Collections_SortBeforeBinarySearchMonitor @ ElementMatcher.java:134,1(367),1(32)
Collections_SortBeforeBinarySearchMonitor @ ElementMatcher.java:136,2(464),1(29)
Collections_SortBeforeBinarySearchMonitor @ ElementMatcher.java:202,2(59),2(20)
Collections_SortBeforeBinarySearchMonitor @ ElementMatcher.java:204,2(186),2(33)
Collections_SortBeforeBinarySearchMonitor @ ElementMatchers.java:602,1(3),1(3)
Collections_SortBeforeBinarySearchMonitor @ ExceptionContext.java:86,1(32),1(11)
Collections_SortBeforeBinarySearchMonitor @ ExceptionContext.java:87,1(32),1(4)
Collections_SortBeforeBinarySearchMonitor @ FieldRegistry.java:122,1(154),1(7)
Collections_SortBeforeBinarySearchMonitor @ FieldRegistry.java:139,6(55),6(27)
Collections_SortBeforeBinarySearchMonitor @ FilterableList.java:126,12(364),5(81)
Collections_SortBeforeBinarySearchMonitor @ MethodAttributeAppender.java:118,1(3),1(3)
Collections_SortBeforeBinarySearchMonitor @ MethodAttributeAppender.java:129,1(3),1(3)
Collections_SortBeforeBinarySearchMonitor @ MethodAttributeAppender.java:474,1(3),1(3)
Collections_SortBeforeBinarySearchMonitor @ MethodCallProxy.java:408,6(108),6(47)
Collections_SortBeforeBinarySearchMonitor @ MethodConstant.java:141,5(29),5(12)
Collections_SortBeforeBinarySearchMonitor @ MethodDelegation.java:948,2(2),2(2)
